Iterations; Total; Bailout Calculation; Kernel Enqueue; Kernel Run; Texture Generation; Unmap Buffer; Pixel Display; Frames Per Second; Overhead
536; 18.221390; 0.000214; 0.018172; 15.149351; 2.663309; 0.000849; 0.389448; 5.488056; 0.000048
537; 18.265295; 0.000230; 0.018283; 15.117378; 2.732870; 0.000891; 0.395595; 5.474864; 0.000048
538; 18.206617; 0.000209; 0.017611; 15.221494; 2.693538; 0.000841; 0.272868; 5.492508; 0.000056
539; 18.266735; 0.000267; 0.019532; 15.274338; 2.704040; 0.000854; 0.267647; 5.474432; 0.000058
540; 18.307767; 0.000217; 0.018043; 15.123959; 2.833104; 0.000909; 0.331473; 5.462163; 0.000062
541; 18.394116; 0.000237; 0.017988; 15.404832; 2.667867; 0.000908; 0.302231; 5.436521; 0.000053
542; 18.392668; 0.000245; 0.018456; 15.231363; 2.745848; 0.000841; 0.395859; 5.436949; 0.000055
543; 18.446666; 0.000226; 0.017434; 15.432438; 2.685490; 0.000933; 0.310102; 5.421034; 0.000043
544; 18.442781; 0.000227; 0.017759; 15.433758; 2.729189; 0.000924; 0.260867; 5.422176; 0.000058
545; 18.520187; 0.000240; 0.019798; 15.413227; 2.716563; 0.000865; 0.369438; 5.399514; 0.000055
546; 18.526888; 0.000276; 0.017527; 15.426164; 2.696577; 0.000895; 0.385391; 5.397561; 0.000058
547; 18.529436; 0.000222; 0.018405; 15.413884; 2.709334; 0.000933; 0.386596; 5.396818; 0.000062
548; 18.591345; 0.000224; 0.017899; 15.532137; 2.646104; 0.000922; 0.393997; 5.378847; 0.000061
549; 18.649578; 0.000226; 0.018849; 15.506441; 2.725255; 0.000881; 0.397873; 5.362052; 0.000054
550; 18.794811; 0.000244; 0.017150; 15.626069; 2.774768; 0.000875; 0.375641; 5.320618; 0.000064
551; 18.693551; 0.000221; 0.019354; 15.447632; 2.840519; 0.000877; 0.384891; 5.349438; 0.000057
552; 18.716895; 0.000291; 0.018648; 15.593390; 2.703314; 0.000876; 0.400322; 5.342766; 0.000054
553; 18.748742; 0.000257; 0.017251; 15.705329; 2.643648; 0.000897; 0.381300; 5.333691; 0.000060
554; 18.769368; 0.000232; 0.017819; 15.648053; 2.741787; 0.000915; 0.360505; 5.327830; 0.000056
555; 18.816240; 0.000228; 0.019109; 15.684098; 2.735101; 0.000873; 0.376764; 5.314558; 0.000067
556; 18.835815; 0.000207; 0.017874; 15.728166; 2.710504; 0.000973; 0.378040; 5.309035; 0.000051
557; 18.922849; 0.000284; 0.019693; 15.710772; 2.805483; 0.000978; 0.385580; 5.284617; 0.000059
558; 18.908486; 0.000259; 0.018129; 15.820964; 2.668124; 0.000931; 0.400026; 5.288631; 0.000054
559; 18.910494; 0.000223; 0.018421; 15.894900; 2.684996; 0.000924; 0.310977; 5.288069; 0.000054
560; 18.971558; 0.000241; 0.019124; 15.873422; 2.764584; 0.000954; 0.313180; 5.271048; 0.000052
561; 18.990272; 0.000213; 0.016126; 16.018482; 2.561744; 0.000918; 0.392735; 5.265854; 0.000054
562; 19.013415; 0.000275; 0.019239; 16.080217; 2.609464; 0.000860; 0.303313; 5.259444; 0.000047
563; 18.991066; 0.000212; 0.018540; 15.964700; 2.730047; 0.000953; 0.276555; 5.265634; 0.000058
564; 19.034755; 0.000236; 0.017303; 16.123591; 2.621247; 0.000835; 0.271476; 5.253548; 0.000066
565; 19.089768; 0.000215; 0.016966; 16.099553; 2.580325; 0.000897; 0.391759; 5.238408; 0.000054
566; 19.127054; 0.000250; 0.017632; 16.056007; 2.772131; 0.000917; 0.280057; 5.228197; 0.000059
567; 19.151659; 0.000226; 0.017752; 16.088555; 2.653752; 0.000891; 0.390425; 5.221480; 0.000057
568; 19.172407; 0.000242; 0.018528; 16.068199; 2.797762; 0.000850; 0.286766; 5.215829; 0.000060
569; 19.205193; 0.000241; 0.017287; 16.236568; 2.684380; 0.000917; 0.265742; 5.206925; 0.000056
570; 19.207405; 0.000240; 0.018117; 16.217541; 2.706592; 0.000907; 0.263946; 5.206325; 0.000062
571; 19.257759; 0.000234; 0.017943; 16.034222; 2.865031; 0.000886; 0.339387; 5.192712; 0.000056
572; 19.417538; 0.000244; 0.017815; 16.345945; 2.727637; 0.000930; 0.324915; 5.149983; 0.000053
573; 19.339067; 0.000218; 0.018055; 16.200823; 2.729939; 0.000898; 0.389058; 5.170880; 0.000077
574; 19.412515; 0.000384; 0.018455; 16.334507; 2.658006; 0.000885; 0.400209; 5.151316; 0.000067
575; 19.466114; 0.000237; 0.018301; 16.421893; 2.608888; 0.000909; 0.415823; 5.137132; 0.000063
576; 19.501915; 0.000275; 0.020027; 16.240977; 2.850648; 0.000926; 0.389004; 5.127702; 0.000059
577; 19.558083; 0.000265; 0.018630; 16.507496; 2.635194; 0.000959; 0.395483; 5.112976; 0.000054
578; 19.519110; 0.000232; 0.018116; 16.485216; 2.625497; 0.000945; 0.389056; 5.123184; 0.000049
579; 19.547831; 0.000256; 0.019466; 16.382656; 2.750006; 0.000831; 0.394552; 5.115657; 0.000063
580; 19.599356; 0.000271; 0.018380; 16.640339; 2.621136; 0.000895; 0.318278; 5.102209; 0.000056
581; 19.582446; 0.000223; 0.018819; 16.411817; 2.761302; 0.000902; 0.389327; 5.106614; 0.000056
582; 19.609347; 0.000219; 0.018100; 16.591153; 2.721684; 0.000934; 0.277203; 5.099609; 0.000055
583; 19.665484; 0.000202; 0.016977; 16.599058; 2.663116; 0.000827; 0.385242; 5.085052; 0.000062
584; 19.754486; 0.000237; 0.017650; 16.587323; 2.749719; 0.000865; 0.398629; 5.062141; 0.000064
585; 19.739941; 0.000227; 0.017722; 16.716887; 2.612990; 0.000846; 0.391213; 5.065871; 0.000058
586; 19.908131; 0.000236; 0.017376; 16.960212; 2.625571; 0.000863; 0.303812; 5.023073; 0.000059
587; 19.765165; 0.000248; 0.018344; 16.681559; 2.669772; 0.000891; 0.394298; 5.059406; 0.000053
588; 19.836153; 0.000257; 0.019569; 16.725554; 2.696044; 0.000881; 0.393793; 5.041300; 0.000055
589; 19.871027; 0.000215; 0.017723; 16.848688; 2.603413; 0.000829; 0.400105; 5.032453; 0.000054
590; 19.928509; 0.000349; 0.017235; 16.921085; 2.550741; 0.000848; 0.438206; 5.017937; 0.000046
591; 19.963293; 0.000281; 0.019085; 16.933652; 2.694113; 0.000929; 0.315178; 5.009194; 0.000055
592; 19.957461; 0.000215; 0.016921; 17.008130; 2.560786; 0.000862; 0.370486; 5.010657; 0.000061
593; 19.946500; 0.000209; 0.017953; 16.769337; 2.757958; 0.000848; 0.400126; 5.013411; 0.000069
594; 20.281122; 0.000301; 0.017601; 17.373973; 2.563920; 0.000928; 0.324344; 4.930694; 0.000054
595; 20.063005; 0.000265; 0.018798; 17.024625; 2.644067; 0.000873; 0.374324; 4.984298; 0.000053
596; 20.086421; 0.000210; 0.017358; 17.009224; 2.664622; 0.000842; 0.394110; 4.978488; 0.000054
597; 20.062320; 0.000215; 0.016688; 17.084809; 2.580502; 0.000934; 0.379114; 4.984468; 0.000057
598; 20.152329; 0.000249; 0.018624; 17.001037; 2.754290; 0.000901; 0.377174; 4.962206; 0.000054
599; 20.177499; 0.000270; 0.017924; 17.157266; 2.673305; 0.000893; 0.327783; 4.956016; 0.000059
600; 20.192214; 0.000219; 0.016536; 17.188450; 2.587204; 0.000891; 0.398849; 4.952404; 0.000065
601; 20.378060; 0.000301; 0.018064; 17.365500; 2.685597; 0.000892; 0.307655; 4.907238; 0.000052
602; 20.281673; 0.000241; 0.018322; 17.111543; 2.764514; 0.000825; 0.386170; 4.930560; 0.000057
603; 20.305407; 0.000204; 0.017576; 17.273177; 2.628910; 0.000904; 0.384583; 4.924797; 0.000055
604; 20.315952; 0.000218; 0.017659; 17.283319; 2.703285; 0.000864; 0.310555; 4.922240; 0.000052
605; 20.373604; 0.000243; 0.018684; 17.288791; 2.759586; 0.000920; 0.305314; 4.908312; 0.000067
606; 20.381053; 0.000238; 0.018776; 17.329530; 2.646166; 0.000889; 0.385397; 4.906518; 0.000057
607; 20.388233; 0.000258; 0.018872; 17.240418; 2.730393; 0.000881; 0.397365; 4.904790; 0.000047
608; 20.458071; 0.000231; 0.017400; 17.402221; 2.660454; 0.000901; 0.376802; 4.888046; 0.000061
609; 20.509232; 0.000259; 0.017340; 17.437085; 2.662863; 0.000877; 0.390748; 4.875853; 0.000060
610; 20.482982; 0.000213; 0.017048; 17.453853; 2.702206; 0.000886; 0.308725; 4.882102; 0.000049
611; 20.647526; 0.000227; 0.017620; 17.669213; 2.646945; 0.000815; 0.312652; 4.843195; 0.000053
612; 20.549299; 0.000269; 0.017202; 17.483363; 2.650994; 0.000816; 0.396605; 4.866346; 0.000050
613; 20.632697; 0.000324; 0.019664; 17.634961; 2.597338; 0.000902; 0.379450; 4.846676; 0.000057
614; 20.626722; 0.000266; 0.017774; 17.515329; 2.694646; 0.000874; 0.397785; 4.848080; 0.000048
615; 20.718732; 0.000209; 0.017711; 17.608389; 2.699063; 0.000873; 0.392438; 4.826550; 0.000050
616; 20.681319; 0.000258; 0.017540; 17.598619; 2.663078; 0.000943; 0.400834; 4.835282; 0.000047
617; 20.738206; 0.000226; 0.017424; 17.649232; 2.684343; 0.000871; 0.386050; 4.822018; 0.000060
618; 20.774860; 0.000217; 0.017840; 17.735668; 2.628675; 0.000868; 0.391530; 4.813510; 0.000060
619; 20.802911; 0.000211; 0.016812; 17.741079; 2.640328; 0.000830; 0.403604; 4.807020; 0.000047
620; 20.873054; 0.000229; 0.017658; 17.766263; 2.691311; 0.000913; 0.396621; 4.790866; 0.000059
621; 20.850970; 0.000215; 0.016900; 17.924357; 2.605142; 0.000866; 0.303432; 4.795940; 0.000057
622; 20.916159; 0.000267; 0.019184; 17.910614; 2.673389; 0.000878; 0.311762; 4.780992; 0.000064
623; 20.881055; 0.000216; 0.017890; 17.858539; 2.693890; 0.000929; 0.309533; 4.789030; 0.000057
624; 20.934318; 0.000223; 0.017504; 17.993472; 2.611766; 0.000935; 0.310350; 4.776845; 0.000066
625; 20.968324; 0.000252; 0.017800; 17.862623; 2.696661; 0.000883; 0.390051; 4.769098; 0.000054
626; 20.959624; 0.000225; 0.018227; 17.911217; 2.757984; 0.000888; 0.271028; 4.771078; 0.000055
627; 21.037819; 0.000225; 0.018218; 18.037059; 2.687228; 0.000843; 0.294193; 4.753345; 0.000052
628; 21.111444; 0.000235; 0.019430; 18.002131; 2.708920; 0.000849; 0.379799; 4.736767; 0.000080
629; 21.075587; 0.000220; 0.017937; 17.939664; 2.836846; 0.000852; 0.280008; 4.744826; 0.000061
630; 21.159837; 0.000234; 0.018419; 18.003484; 2.648852; 0.000905; 0.487893; 4.725934; 0.000049
631; 21.151043; 0.000239; 0.017602; 18.136146; 2.615049; 0.000843; 0.381109; 4.727899; 0.000054
632; 21.180754; 0.000295; 0.019482; 18.096302; 2.677914; 0.000885; 0.385796; 4.721267; 0.000080
633; 21.209238; 0.000252; 0.015938; 18.290099; 2.594933; 0.000898; 0.307059; 4.714927; 0.000058
634; 21.326083; 0.000216; 0.017146; 18.334952; 2.579351; 0.000917; 0.393439; 4.689094; 0.000061
635; 21.259017; 0.000269; 0.017437; 18.197876; 2.652191; 0.000841; 0.390348; 4.703886; 0.000056
636; 21.347699; 0.000233; 0.017309; 18.370183; 2.580439; 0.000864; 0.378622; 4.684346; 0.000049
637; 21.376530; 0.000210; 0.016949; 18.332548; 2.632809; 0.000962; 0.392992; 4.678028; 0.000059
638; 21.335697; 0.000215; 0.016276; 18.401939; 2.532033; 0.000897; 0.384285; 4.686981; 0.000053
639; 21.371928; 0.000232; 0.017981; 18.447464; 2.638471; 0.000846; 0.266888; 4.679035; 0.000046
640; 21.405918; 0.000260; 0.017293; 18.524711; 2.598005; 0.000962; 0.264618; 4.671605; 0.000069
641; 21.461494; 0.000274; 0.018050; 18.491822; 2.645098; 0.000848; 0.305346; 4.659508; 0.000056
642; 21.638413; 0.000247; 0.018058; 18.723347; 2.622404; 0.000891; 0.273404; 4.621411; 0.000061
643; 21.572529; 0.000240; 0.019187; 18.464364; 2.689573; 0.000843; 0.398264; 4.635525; 0.000058
644; 21.656589; 0.000250; 0.037571; 18.569614; 2.655596; 0.000908; 0.392591; 4.617532; 0.000058
645; 21.585870; 0.000243; 0.021064; 18.499174; 2.687464; 0.000957; 0.376907; 4.632660; 0.000061
646; 21.652975; 0.000240; 0.017224; 18.605462; 2.635395; 0.000861; 0.393743; 4.618303; 0.000050
647; 21.660610; 0.000245; 0.016550; 18.683506; 2.562758; 0.000923; 0.396569; 4.616675; 0.000057
648; 21.720198; 0.000266; 0.017682; 18.604400; 2.704713; 0.000970; 0.392107; 4.604010; 0.000060
649; 21.714269; 0.000243; 0.017781; 18.659521; 2.654098; 0.000903; 0.381666; 4.605267; 0.000057
650; 21.747401; 0.000286; 0.016742; 18.744459; 2.596239; 0.000864; 0.388740; 4.598251; 0.000073
651; 21.764391; 0.000238; 0.017684; 18.737973; 2.626828; 0.000884; 0.380728; 4.594661; 0.000056
652; 21.786881; 0.000302; 0.017799; 18.763519; 2.614148; 0.000904; 0.390158; 4.589918; 0.000051
653; 21.847877; 0.000211; 0.017480; 18.858382; 2.664981; 0.000910; 0.305855; 4.577104; 0.000058
654; 21.873704; 0.000238; 0.017937; 18.929095; 2.622520; 0.000833; 0.303021; 4.571699; 0.000059
655; 21.943968; 0.000229; 0.017988; 18.946086; 2.585657; 0.000985; 0.392962; 4.557061; 0.000061
656; 21.945901; 0.000233; 0.018684; 18.960541; 2.649358; 0.000887; 0.316149; 4.556659; 0.000049
657; 22.004219; 0.000267; 0.021565; 18.912700; 2.665068; 0.000825; 0.403734; 4.544583; 0.000059
658; 22.000052; 0.000227; 0.017954; 19.022163; 2.649483; 0.000844; 0.309294; 4.545444; 0.000087
659; 21.999059; 0.000224; 0.017157; 18.972746; 2.618761; 0.000887; 0.389224; 4.545649; 0.000060
660; 22.057994; 0.000285; 0.017772; 19.015316; 2.630982; 0.000937; 0.392639; 4.533504; 0.000063
661; 22.138371; 0.000231; 0.018429; 19.066147; 2.669946; 0.000873; 0.382682; 4.517044; 0.000064
662; 22.100985; 0.000240; 0.017500; 19.027428; 2.662284; 0.000846; 0.392622; 4.524685; 0.000066
663; 22.288348; 0.000235; 0.017978; 19.197930; 2.676319; 0.000961; 0.394863; 4.486649; 0.000061
664; 22.237549; 0.000267; 0.018656; 19.210172; 2.604016; 0.000866; 0.403491; 4.496898; 0.000081
665; 22.206884; 0.000224; 0.017702; 19.123874; 2.677362; 0.000924; 0.386735; 4.503108; 0.000064
666; 22.230632; 0.000312; 0.018606; 19.170602; 2.646105; 0.000895; 0.394061; 4.498298; 0.000050
667; 22.357828; 0.000232; 0.018268; 19.290540; 2.676063; 0.000861; 0.371803; 4.472706; 0.000061
668; 22.433981; 0.000250; 0.018585; 19.575121; 2.535333; 0.000895; 0.303742; 4.457524; 0.000055
669; 22.316505; 0.000290; 0.018240; 19.345783; 2.555376; 0.000907; 0.395853; 4.480988; 0.000056
670; 22.369780; 0.000236; 0.017697; 19.408713; 2.649790; 0.000940; 0.292348; 4.470317; 0.000056
671; 22.460315; 0.000238; 0.019504; 19.347635; 2.741086; 0.000928; 0.350862; 4.452297; 0.000062
672; 22.481593; 0.000252; 0.020179; 19.506112; 2.652815; 0.000867; 0.301314; 4.448083; 0.000053
673; 22.420411; 0.000233; 0.017670; 19.328264; 2.804075; 0.000870; 0.269230; 4.460222; 0.000069
674; 22.481084; 0.000231; 0.017200; 19.622814; 2.561462; 0.000901; 0.278419; 4.448184; 0.000056
675; 22.631756; 0.000332; 0.018840; 19.627340; 2.674121; 0.000929; 0.310128; 4.418570; 0.000065
676; 22.577977; 0.000293; 0.019374; 19.561963; 2.656321; 0.000911; 0.339057; 4.429095; 0.000057
677; 22.551022; 0.000238; 0.017605; 19.663600; 2.592269; 0.000829; 0.276431; 4.434389; 0.000050
678; 22.627763; 0.000264; 0.018448; 19.571455; 2.655614; 0.000829; 0.381092; 4.419350; 0.000060
679; 22.634104; 0.000235; 0.017584; 19.540305; 2.733397; 0.000872; 0.341640; 4.418112; 0.000072
680; 22.696989; 0.000244; 0.019413; 19.727203; 2.678086; 0.000905; 0.271083; 4.405871; 0.000055
681; 22.711095; 0.000247; 0.017618; 19.760268; 2.655738; 0.000901; 0.276263; 4.403134; 0.000060
682; 22.749904; 0.000290; 0.017748; 19.727379; 2.648983; 0.000844; 0.354601; 4.395623; 0.000059
683; 22.789373; 0.000236; 0.017929; 19.768922; 2.639596; 0.000864; 0.361780; 4.388010; 0.000048
684; 22.799760; 0.000225; 0.017615; 19.740798; 2.736915; 0.000960; 0.303186; 4.386011; 0.000061
685; 22.803554; 0.000230; 0.017444; 19.870438; 2.610824; 0.000901; 0.303658; 4.385281; 0.000059
686; 22.901568; 0.000278; 0.019815; 19.873563; 2.702126; 0.000955; 0.304776; 4.366513; 0.000054
687; 22.900478; 0.000249; 0.017929; 19.802511; 2.721058; 0.000955; 0.357718; 4.366721; 0.000058
688; 22.970731; 0.000226; 0.018297; 20.019597; 2.665899; 0.000864; 0.265789; 4.353366; 0.000059
689; 22.958524; 0.000211; 0.018138; 19.879521; 2.713339; 0.000952; 0.346279; 4.355681; 0.000083
690; 23.001113; 0.000234; 0.017930; 20.000768; 2.675524; 0.000941; 0.305668; 4.347616; 0.000049
691; 23.006488; 0.000298; 0.018189; 20.082027; 2.635367; 0.000923; 0.269621; 4.346600; 0.000062
692; 22.994599; 0.000250; 0.018469; 19.976979; 2.733651; 0.000860; 0.264341; 4.348847; 0.000049
693; 23.082185; 0.000220; 0.018105; 19.965574; 2.710830; 0.000870; 0.386525; 4.332346; 0.000060
694; 23.274521; 0.000213; 0.017484; 20.218804; 2.700724; 0.000911; 0.336327; 4.296544; 0.000057
695; 23.159475; 0.000254; 0.018146; 20.077978; 2.707708; 0.000855; 0.354473; 4.317887; 0.000060
696; 23.152510; 0.000219; 0.018351; 20.106631; 2.662644; 0.000829; 0.363781; 4.319186; 0.000055
697; 23.206004; 0.000253; 0.019120; 20.122425; 2.768125; 0.000888; 0.295133; 4.309230; 0.000059
698; 23.242788; 0.000221; 0.018190; 20.207250; 2.654798; 0.000960; 0.361315; 4.302410; 0.000055
699; 23.294950; 0.000221; 0.017811; 20.244331; 2.665557; 0.000826; 0.366147; 4.292776; 0.000058
700; 23.318966; 0.000280; 0.019879; 20.384707; 2.612722; 0.001021; 0.300300; 4.288355; 0.000056
701; 23.373483; 0.000249; 0.017946; 20.434727; 2.651667; 0.000879; 0.267899; 4.278353; 0.000116
702; 23.369955; 0.000207; 0.018490; 20.257661; 2.727361; 0.000869; 0.365303; 4.278998; 0.000064
703; 23.390883; 0.000281; 0.018718; 20.430019; 2.631823; 0.000871; 0.309119; 4.275170; 0.000051
704; 23.394714; 0.000212; 0.018123; 20.419197; 2.592062; 0.000896; 0.364165; 4.274470; 0.000058
705; 23.452814; 0.000232; 0.018382; 20.416551; 2.667389; 0.000833; 0.349368; 4.263881; 0.000059
706; 23.588585; 0.000225; 0.018688; 20.551908; 2.655884; 0.000899; 0.360927; 4.239339; 0.000053
707; 23.568469; 0.000219; 0.017700; 20.456269; 2.724179; 0.000860; 0.369188; 4.242957; 0.000053
708; 23.525570; 0.000220; 0.018170; 20.595202; 2.603748; 0.000913; 0.307264; 4.250694; 0.000053
709; 23.549185; 0.000220; 0.018137; 20.629767; 2.595455; 0.000852; 0.304696; 4.246431; 0.000057
710; 23.732875; 0.000231; 0.020415; 20.745552; 2.613306; 0.000918; 0.352390; 4.213564; 0.000064
711; 23.645991; 0.000214; 0.017069; 20.593277; 2.668958; 0.000866; 0.365553; 4.229047; 0.000056
712; 23.674521; 0.000202; 0.017512; 20.744734; 2.646503; 0.000885; 0.264632; 4.223950; 0.000053
713; 23.761880; 0.000202; 0.017352; 20.744082; 2.640727; 0.000879; 0.358584; 4.208421; 0.000055
714; 23.814106; 0.000258; 0.019198; 20.859819; 2.573298; 0.000857; 0.360613; 4.199192; 0.000064
715; 23.830191; 0.000224; 0.017697; 20.720209; 2.747324; 0.000910; 0.343755; 4.196357; 0.000072
716; 23.836257; 0.000205; 0.016931; 20.849454; 2.620495; 0.000909; 0.348209; 4.195289; 0.000054
717; 23.866231; 0.000231; 0.017933; 20.918994; 2.631375; 0.000893; 0.296739; 4.190021; 0.000065
718; 23.979403; 0.000223; 0.017609; 21.119415; 2.567611; 0.000881; 0.273605; 4.170246; 0.000059
719; 23.899659; 0.000215; 0.018764; 20.876003; 2.652326; 0.000939; 0.351363; 4.184160; 0.000049
720; 23.955074; 0.000212; 0.017333; 20.964468; 2.614877; 0.000905; 0.357229; 4.174481; 0.000050
721; 23.974562; 0.000223; 0.016723; 21.092779; 2.556725; 0.000980; 0.307075; 4.171088; 0.000057
722; 24.075798; 0.000234; 0.018075; 21.014987; 2.676788; 0.000944; 0.364709; 4.153549; 0.000061
723; 24.050081; 0.000211; 0.017651; 21.064931; 2.599619; 0.000909; 0.366702; 4.157990; 0.000058
724; 24.080175; 0.000198; 0.017830; 21.093654; 2.607626; 0.000962; 0.359845; 4.152794; 0.000060
725; 24.113909; 0.000197; 0.017155; 21.147274; 2.595294; 0.000964; 0.352968; 4.146984; 0.000057
726; 24.209892; 0.000242; 0.019727; 21.228666; 2.595813; 0.000874; 0.364517; 4.130543; 0.000053
727; 24.187788; 0.000248; 0.019506; 21.212545; 2.601973; 0.000883; 0.352574; 4.134318; 0.000059
728; 24.174830; 0.000211; 0.017616; 21.147927; 2.632440; 0.000921; 0.375652; 4.136534; 0.000062
729; 24.245590; 0.000205; 0.016617; 21.314606; 2.559002; 0.000862; 0.354248; 4.124461; 0.000052
730; 24.309217; 0.000211; 0.017689; 21.438220; 2.541108; 0.000886; 0.311041; 4.113666; 0.000063
731; 24.296671; 0.000232; 0.016937; 21.447680; 2.519313; 0.000922; 0.311542; 4.115790; 0.000046
732; 24.308627; 0.000222; 0.017226; 21.322314; 2.607305; 0.000911; 0.360589; 4.113766; 0.000061
733; 24.367102; 0.000225; 0.018713; 21.247630; 2.731629; 0.000964; 0.367886; 4.103894; 0.000055
734; 24.404576; 0.000231; 0.019781; 21.354549; 2.675976; 0.000941; 0.353047; 4.097592; 0.000052
735; 24.365606; 0.000209; 0.018561; 21.513456; 2.486726; 0.000864; 0.345739; 4.104146; 0.000052
736; 24.424325; 0.000223; 0.018179; 21.499831; 2.631261; 0.000938; 0.273840; 4.094279; 0.000054
737; 24.443787; 0.000226; 0.018094; 21.454030; 2.624830; 0.000921; 0.345629; 4.091019; 0.000058
738; 24.619512; 0.000203; 0.017864; 21.497866; 2.700641; 0.001048; 0.401835; 4.061819; 0.000056
739; 24.567786; 0.000221; 0.017441; 21.577847; 2.614754; 0.000954; 0.356515; 4.070371; 0.000055
740; 24.584891; 0.000233; 0.018662; 21.579276; 2.637551; 0.000858; 0.348250; 4.067539; 0.000059
741; 24.663910; 0.000259; 0.019710; 21.773384; 2.565680; 0.000886; 0.303944; 4.054507; 0.000046
742; 24.781426; 0.000233; 0.017284; 21.813800; 2.636405; 0.000954; 0.312698; 4.035280; 0.000052
743; 24.726234; 0.000258; 0.017577; 21.647712; 2.683248; 0.000953; 0.376430; 4.044288; 0.000057
744; 24.855966; 0.000239; 0.020051; 21.878687; 2.605263; 0.000919; 0.350745; 4.023179; 0.000062
745; 24.765302; 0.000226; 0.018456; 21.635422; 2.746828; 0.000892; 0.363415; 4.037908; 0.000063
746; 24.803710; 0.000222; 0.018151; 21.849047; 2.620277; 0.000963; 0.314983; 4.031655; 0.000067
747; 24.817685; 0.000238; 0.017732; 21.866875; 2.621498; 0.000870; 0.310413; 4.029385; 0.000060
748; 25.140774; 0.000222; 0.017428; 22.129516; 2.680964; 0.000944; 0.311637; 3.977602; 0.000062
749; 24.795790; 0.000210; 0.016980; 21.924083; 2.549631; 0.000926; 0.303905; 4.032943; 0.000053
750; 24.934115; 0.000276; 0.019070; 21.873202; 2.682743; 0.000832; 0.357926; 4.010570; 0.000065
751; 24.876829; 0.000205; 0.018102; 21.945494; 2.610086; 0.000911; 0.301974; 4.019805; 0.000056
752; 24.916856; 0.000227; 0.017389; 21.923519; 2.618945; 0.000931; 0.355783; 4.013347; 0.000061
753; 24.978540; 0.000205; 0.018504; 22.035944; 2.564876; 0.000877; 0.358081; 4.003437; 0.000054
754; 25.040041; 0.000232; 0.018301; 22.012315; 2.697555; 0.000902; 0.310680; 3.993604; 0.000055
755; 25.017189; 0.000230; 0.018343; 21.965282; 2.669558; 0.000877; 0.362844; 3.997252; 0.000056
756; 25.047722; 0.000305; 0.017160; 22.101189; 2.567629; 0.000899; 0.360482; 3.992379; 0.000058
757; 25.087867; 0.000226; 0.018320; 22.143177; 2.577583; 0.000830; 0.347676; 3.985990; 0.000057
758; 25.144199; 0.000238; 0.019361; 22.191745; 2.574268; 0.000876; 0.357658; 3.977060; 0.000055
759; 25.106144; 0.000253; 0.017360; 22.119629; 2.611667; 0.000852; 0.356314; 3.983089; 0.000068
760; 25.169533; 0.000260; 0.019106; 22.157452; 2.691092; 0.000819; 0.300742; 3.973057; 0.000062
761; 25.194191; 0.000278; 0.017225; 22.275806; 2.602803; 0.000840; 0.297184; 3.969169; 0.000055
762; 25.513366; 0.000249; 0.018782; 22.507183; 2.613446; 0.000990; 0.372626; 3.919514; 0.000088
763; 25.282803; 0.000246; 0.016605; 22.473910; 2.484608; 0.000911; 0.306440; 3.955258; 0.000084
764; 25.288390; 0.000233; 0.016526; 22.267319; 2.653196; 0.000861; 0.350202; 3.954384; 0.000055
765; 25.486227; 0.000267; 0.019651; 22.443868; 2.652997; 0.000869; 0.368514; 3.923688; 0.000060
766; 25.404552; 0.000229; 0.017135; 22.424832; 2.594675; 0.000917; 0.366624; 3.936302; 0.000140
767; 25.501722; 0.000231; 0.017904; 22.570896; 2.599591; 0.000890; 0.312152; 3.921304; 0.000058
768; 25.404723; 0.000249; 0.017377; 22.498921; 2.587722; 0.000884; 0.299514; 3.936276; 0.000055
769; 25.516940; 0.000253; 0.018151; 22.519143; 2.624073; 0.000884; 0.354378; 3.918965; 0.000058
770; 25.513887; 0.000244; 0.018037; 22.582423; 2.601379; 0.000938; 0.310809; 3.919434; 0.000057
771; 25.493247; 0.000246; 0.017160; 22.554940; 2.621722; 0.000925; 0.298199; 3.922607; 0.000055
772; 25.572377; 0.000263; 0.017964; 22.686271; 2.512477; 0.000867; 0.354477; 3.910469; 0.000058
773; 25.656010; 0.000226; 0.017009; 22.729768; 2.546183; 0.000890; 0.361880; 3.897722; 0.000054
774; 25.630346; 0.000250; 0.018094; 22.760352; 2.542135; 0.000948; 0.308513; 3.901625; 0.000054
775; 25.640063; 0.000211; 0.017202; 22.697674; 2.617912; 0.000904; 0.306109; 3.900146; 0.000051
776; 25.814351; 0.000236; 0.019619; 22.870413; 2.612183; 0.000981; 0.310870; 3.873814; 0.000049
777; 25.726615; 0.000206; 0.017505; 22.811422; 2.584207; 0.000862; 0.312358; 3.887025; 0.000054
778; 25.779907; 0.000227; 0.017298; 22.785345; 2.607916; 0.000859; 0.368200; 3.878990; 0.000062
779; 25.764382; 0.000217; 0.018719; 22.833743; 2.556173; 0.000929; 0.354545; 3.881327; 0.000057
780; 25.850484; 0.000208; 0.016456; 22.731115; 2.734163; 0.000867; 0.367616; 3.868400; 0.000058
781; 25.854702; 0.000228; 0.017306; 22.893789; 2.641835; 0.000834; 0.300650; 3.867768; 0.000060
782; 25.922569; 0.000242; 0.020195; 23.034224; 2.509945; 0.000869; 0.357035; 3.857642; 0.000061
783; 25.925928; 0.000206; 0.017855; 22.930821; 2.677693; 0.000862; 0.298439; 3.857143; 0.000052
